Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
2018-01-25,5,1,5,0,Use recreationally,A few times per week,,,,,3.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
2018-01-25,5,1,5,0,Medicate - without a medical document,Daily,,,,,28,Sechelt,Sunshine Coast,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,A few times per month,,,,,3.5,Joliette,Joliette,Lanaudière,Quebec / Québec,24 - NonCMA
2018-01-25,15,1,15,0,Use recreationally,,,,,,,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-25,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
2018-01-25,8,1,8,0,Use recreationally,,,,,,,Mont-Saint-Hilaire,La Vallée-du-Richelieu,Montérégie,Quebec / Québec,Montréal
2018-01-25,7,1,7,0,Use recreationally,A few times per week,,,,,14,North Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-25,10,1,10,0,Use recreationally,A few times per week,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,4,1,4,0,Medicate - without a medical document,Daily,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-25,10,1,10,0,Medicate - without a medical document,Daily,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,10,1,10,0,Use recreationally,Daily,,,,,28,Surrey,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-25,3.5,1,3.5,0,Use recreationally,Daily,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-25,10,1,10,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,7,1,7,0,Medicate - without a medical document,Daily,,,,,28,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-25,7,1,7,0,Use recreationally,A few times per week,,,,,3.5,Sault Ste. Marie,Algoma,Northeast / Nord-est,Ontario,35 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,5,1,5,0,Use recreationally,,,,,,,Alma,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-01-25,3,1,3,0,Use recreationally,Daily,,,,,28,Joliette,Joliette,Lanaudière,Quebec / Québec,24 - NonCMA
2018-01-25,4,1,4,0,Use recreationally,Daily,,,,,7,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-25,10,1,10,0,Use recreationally,A few times per week,,,,,7,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-25,12,1,12,0,Medicate - with a medical document,Daily,,,,,5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,10,1,10,0,Use recreationally,A few times a year,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,7,1,7,0,Use recreationally,A few times per week,,,,,14,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-25,5,1,5,0,Medicate - without a medical document,A few times a year,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-25,5,1,5,0,Use recreationally,Daily,,,,,,Sarnia,Lambton,Windsor--Sarnia,Ontario,35 - NonCMA
2018-01-25,5,1,5,0,Use recreationally,Daily,,,,,1,Métabetchouan--Lac-à-la-Croix,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,Daily,,,,,1,Sept-Îles,Sept-Rivières--Caniapiscau,Côte-Nord,Quebec / Québec,24 - NonCMA
2018-01-25,7,1,7,0,Medicate - without a medical document,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,7,1,7,0,Medicate - without a medical document,A few times per week,,,,,3.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-25,9.5,1,9.5,0,Use recreationally,A few times per week,,,,,7,Niagara Falls,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
2018-01-25,10,1,10,0,Medicate - without a medical document,Daily,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-25,8,1,8,0,Medicate - without a medical document,Daily,,,,,14,Tyendinaga,Hastings,Kingston--Pembroke,Ontario,Belleville
2018-01-25,10,1,10,0,Medicate - without a medical document,Daily,,,,,1,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-01-25,10,1,10,0,Use recreationally,Daily,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-25,5,1,5,0,Use recreationally,Daily,,,,,7,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-25,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,10,1,10,0,Medicate - without a medical document,Daily,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,10,1,10,0,Medicate - without a medical document,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,10,1,10,0,Use recreationally,,,,,,,Lévis,Lévis,Chaudière-Appalaches,Quebec / Québec,Québec
2018-01-25,12,1,12,0,Medicate - without a medical document,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,6,1,6,0,Use recreationally,Daily,,,,,1,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-25,10,1,10,0,Medicate - with a medical document,Daily,,,,,30,Drummondville,Drummond,Centre-du-Québec,Quebec / Québec,24 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-25,10,1,10,0,Use recreationally,,,,,,,Roberval,Le Domaine-du-Roy,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Laval,Laval,Laval,Quebec / Québec,Montréal
2018-01-25,9,1,9,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,5,1,5,0,Use recreationally,,,,,,,Victoriaville,Arthabaska,Centre-du-Québec,Quebec / Québec,24 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,A few times per month,,,,,0.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-25,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,10,1,10,0,Use recreationally,,,,,,,Chibougamau,Nord-du-Québec,Nord-du-Québec,Quebec / Québec,24 - NonCMA
2018-01-25,9,1,9,0,Medicate - with a medical document,A few times per month,,,,,3.5,Red Deer,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-25,10,1,10,0,Use recreationally,Daily,,,,,14,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
2018-01-25,5,1,5,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,5,1,5,0,Medicate - with a medical document,Daily,,,,,350,Hope,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,Daily,,,,,3.5,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-25,11,1,11,0,Medicate - with a medical document,A few times per week,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,5,1,5,0,Medicate - with a medical document,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-25,5,1,5,0,Use recreationally,,,,,,,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
2018-01-25,10,1,10,0,Use recreationally,Daily,,,,,0.5,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
2018-01-25,5,1,5,0,Use recreationally,A few times a year,,,,,0.5,Laval,Laval,Laval,Quebec / Québec,Montréal
2018-01-25,10,1,10,0,Medicate - without a medical document,A few times a year,,,,,,Rouyn-Noranda,Rouyn-Noranda,Abitibi-Témiscamingue,Quebec / Québec,24 - NonCMA
2018-01-25,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Saint-Georges,Beauce-Sartigan,Chaudière-Appalaches,Quebec / Québec,24 - NonCMA
2018-01-25,5,1,5,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-25,6,1,6,0,Use recreationally,,,,,,,Pierreville,Nicolet-Yamaska,Centre-du-Québec,Quebec / Québec,24 - NonCMA
2018-01-25,7,1,7,0,Medicate - with a medical document,Daily,,,,,90,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-25,10,1,10,0,Use recreationally,A few times per week,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,7,1,7,0,Use recreationally,A few times a year,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-25,9,1,9,0,Use recreationally,A few times per week,,,,,1,London,Middlesex,London,Ontario,London
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-01-25,10,1,10,0,Medicate - without a medical document,A few times a year,,,,,,London,Middlesex,London,Ontario,London
2018-01-25,5,1,5,0,Use recreationally,A few times a year,,,,,28,L'Assomption,L'Assomption,Lanaudière,Quebec / Québec,Montréal
2018-01-26,4,1,4,0,Use recreationally,A few times a year,,,,,0.5,Barraute,Abitibi,Abitibi-Témiscamingue,Quebec / Québec,24 - NonCMA
2018-01-26,5,1,5,0,Use recreationally,A few times a year,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-01-26,9,1,9,0,Medicate - with a medical document,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-01-26,12,1,12,0,Medicate - without a medical document,,,,,,,Richmond,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-26,5,1,5,0,Medicate - without a medical document,Daily,,,,,3.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-26,5,1,5,0,Use recreationally,,,,,,,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-26,10,1,10,0,Use recreationally,A few times per month,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-26,6.78,1,6.78,0,Medicate - with a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Lincoln,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
2018-01-26,5,1,5,0,Use recreationally,,,,,,,Varennes,Marguerite-D'Youville,Montérégie,Quebec / Québec,Montréal
2018-01-26,5.13,1,5.13,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,5,1,5,0,Use recreationally,Daily,,,,,0.5,Montreal Lake 106B,Division No. 15,Prince Albert,Saskatchewan,47 - NonCMA
2018-01-26,10,1,10,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,10,1,10,0,Medicate - without a medical document,A few times per month,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,6,1,6,0,Medicate - without a medical document,Daily,,,,,28,Kamloops,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-26,7,1,7,0,Use recreationally,,,,,,,Sorel-Tracy,Pierre-De Saurel,Montérégie,Quebec / Québec,24 - NonCMA
2018-01-26,8.5,1,8.5,0,Medicate - with a medical document,,,,,,,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-01-26,5,1,5,0,Use recreationally,Daily,,,,,56,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,28,Cornwall,"Stormont, Dundas and Glengarry",Ottawa,Ontario,35 - NonCMA
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,60,Sept-Îles,Sept-Rivières--Caniapiscau,Côte-Nord,Quebec / Québec,24 - NonCMA
2018-01-26,8,1,8,0,Medicate - with a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,8,1,8,0,Use recreationally,A few times per week,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-26,5,1,5,0,Use recreationally,,,,,,,Péribonka,Maria-Chapdelaine,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,28,Ajax,Durham,Toronto,Ontario,Toronto
2018-01-26,7.5,1,7.5,0,Use recreationally,,,,,,,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-26,10,1,10,0,Medicate - with a medical document,Daily,,,,,28,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-01-26,5,1,5,0,Use recreationally,Daily,,,,,14,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-26,6,1,6,0,Use recreationally,,,,,,,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
2018-01-26,5,1,5,0,Use recreationally,A few times per week,,,,,3.5,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,28,Alma,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-01-26,14,1,14,0,Use recreationally,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-26,7,1,7,0,Medicate - with a medical document,,,,,,,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
2018-01-26,6,1,6,0,Use recreationally,A few times per week,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-26,6,1,6,0,Use recreationally,Daily,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-26,15,1,15,0,Use recreationally,Daily,,,,,28,Beauharnois,Beauharnois-Salaberry,Montérégie,Quebec / Québec,Montréal
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Adstock,Les Appalaches,Chaudière-Appalaches,Quebec / Québec,24 - NonCMA
2018-01-26,4,1,4,0,Use recreationally,,,,,,,La Malbaie,Charlevoix-Est,Capitale-Nationale,Quebec / Québec,24 - NonCMA
2018-01-26,6,1,6,0,Use recreationally,,,,,,,Cantley,Les Collines-de-l'Outaouais,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-26,7.5,1,7.5,0,Use recreationally,Daily,,,,,28,Pointe-Calumet,Deux-Montagnes,Laurentides,Quebec / Québec,Montréal
2018-01-26,12.85,1,12.85,0,Use recreationally,A few times per month,,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-01-26,10,1,10,0,Medicate - without a medical document,Daily,,,,,,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
2018-01-26,10,1,10,0,Use recreationally,A few times a year,,,,,1,Alma,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-01-26,10,1,10,0,Medicate - without a medical document,A few times per week,,,,,3.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-01-26,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-26,7,1,7,0,Use recreationally,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-26,10,1,10,0,Medicate - with a medical document,Daily,,,,,,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
2018-01-26,7,1,7,0,Use recreationally,Daily,,,,,14,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-26,4.95,1,4.95,0,Use recreationally,A few times per week,,,,,56,Rouyn-Noranda,Rouyn-Noranda,Abitibi-Témiscamingue,Quebec / Québec,24 - NonCMA
2018-01-26,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-26,7.3,1,7.3,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-26,5,1,5,0,Use recreationally,A few times a year,,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-01-26,4,1,4,0,Use recreationally,A few times a year,,,,,0.5,Cowansville,Brome-Missisquoi,Montérégie,Quebec / Québec,24 - NonCMA
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-26,6.5,1,6.5,0,Medicate - without a medical document,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-26,6,1,6,0,Use recreationally,Daily,,,,,1,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-01-26,10,1,10,0,Use recreationally,A few times per month,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-26,8,1,8,0,Medicate - without a medical document,A few times a year,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-26,7,1,7,0,Use recreationally,,,,,,,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-26,5,1,5,0,Use recreationally,,,,,,,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-01-26,10,1,10,0,Use recreationally,A few times per week,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-26,7.29,1,7.29,0,Medicate - with a medical document,A few times a year,,,,,0.5,Oakville,Halton,Toronto,Ontario,Toronto
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,6.5,1,6.5,0,Medicate - without a medical document,A few times per month,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-26,8,1,8,0,Use recreationally,Daily,,,,,14,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
2018-01-26,10,1,10,0,Use recreationally,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-26,10,1,10,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-26,10,1,10,0,Use recreationally,Daily,,,,,28,Chandler,Le Rocher-Percé,Gaspésie--Îles-de-la-Madeleine,Quebec / Québec,24 - NonCMA
2018-01-26,5,1,5,0,Use recreationally,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-26,10,1,10,0,Use recreationally,,,,,,,London,Middlesex,London,Ontario,London
2018-01-26,10,1,10,0,Use recreationally,,,,,,,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
